user_id,first_name,last_name,email,phone_number,city,age,account_status,loyalty_tier,preferred_payment,signup_date,last_active_date,total_rides_taken,avg_rating_given,preferred_language,device_os,referral_source,is_business_account,promo_credits_balance,account_verified
1674635,David,Hill,user1674635@gmail.com,+1-230-270-8447,Las Vegas,47,Suspended,Platinum,Credit Card,2019-04-08,2024-11-16,1,2.6,Mandarin,Android,Ad Campaign,No,0.11,Yes
2301436,Kevin,Baker,user2301436@outlook.com,+1-985-893-5400,Phoenix,64,Active,Bronze,Credit Card,2023-03-20,2023-06-27,15,4.1,English,iOS,Ad Campaign,Yes,0.36,Yes
7832165,Mei,Hall,user7832165@yahoo.com,+1-287-947-5467,Los Angeles,58,Active,Silver,Credit Card,2022-04-14,2024-01-05,8,3.0,Spanish,iOS,Ad Campaign,No,0.3,Yes
4382990,Oscar,Martin,user4382990@gmail.com,+1-967-316-4214,Portland,31,Active,Bronze,Debit Card,2019-03-01,2020-11-01,15,4.7,Korean,Android,Organic,No,0.16,Yes
1026888,Sarah,Jones,user1026888@yahoo.com,+1-432-589-7471,Chicago,39,Active,Gold,Credit Card,2022-05-30,2024-04-06,10,4.3,French,iOS,Friend Referral,No,10.77,Yes
5967298,Aisha,Young,user5967298@outlook.com,+1-820-349-9869,Portland,29,Active,Silver,Credit Card,2019-08-15,2022-08-08,20,3.1,Korean,iOS,Corporate Deal,Yes,0.16,Yes
7628665,Layla,Rodriguez,user7628665@proton.com,+1-789-544-3503,San Diego,66,Active,Silver,Debit Card,2022-12-08,2024-11-17,4,3.3,English,iOS,App Store,No,0.24,Yes
7436387,Emma,Green,user7436387@yahoo.com,+1-475-567-6782,Detroit,44,Inactive,Platinum,Credit Card,2020-04-01,2022-07-22,6,4.3,Spanish,Android,Ad Campaign,Yes,0.11,Yes
6612773,Priya,Martinez,user6612773@gmail.com,+1-477-217-8852,Denver,70,Active,Diamond,Credit Card,2022-11-15,2023-12-22,50,4.8,English,Android,Ad Campaign,No,10.02,Yes
8429037,Elijah,Flores,user8429037@gmail.com,+1-764-747-6864,San Francisco,22,Active,Gold,Credit Card,2021-01-01,2023-03-20,5,3.4,English,Android,App Store,No,0.99,Yes
2398831,Carlos,Davis,user2398831@yahoo.com,+1-799-433-4038,Chicago,49,Suspended,Bronze,Debit Card,2021-01-31,2023-09-07,5,3.3,English,Android,Corporate Deal,No,0.48,Yes
6310888,Andre,Wilson,user6310888@outlook.com,+1-957-752-4618,Nashville,40,Active,Silver,App Wallet,2022-03-29,2022-09-15,5,3.4,Portuguese,Android,Social Media,No,0.75,Yes
4722416,Mia,Thomas,user4722416@proton.com,+1-667-950-6708,Seattle,48,Active,Bronze,Credit Card,2022-11-17,2023-06-27,6,2.5,Spanish,Android,Corporate Deal,No,0.13,Yes
4940077,Jackson,Moore,user4940077@proton.com,+1-893-703-6075,San Francisco,45,Active,Diamond,Crypto,2019-08-28,2020-03-18,5,3.3,English,iOS,Corporate Deal,Yes,10.18,Yes
1753132,David,Jackson,user1753132@outlook.com,+1-537-273-7784,Detroit,39,Active,Bronze,Debit Card,2021-12-03,2024-10-08,3,2.7,French,Android,Organic,Yes,0.22,No
4933914,Mohammed,Moore,user4933914@gmail.com,+1-228-875-8766,Phoenix,41,Active,Silver,Debit Card,2022-07-28,2024-10-23,4,3.8,English,iOS,Corporate Deal,No,0.94,Yes
4435068,Oliver,Martinez,user4435068@yahoo.com,+1-299-166-6673,Boston,32,Active,Bronze,Corporate,2020-10-13,2024-07-11,4,3.6,Spanish,iOS,Corporate Deal,No,0.22,Yes
6287733,Ava,Johnson,user6287733@outlook.com,+1-844-500-2984,Austin,28,Active,Bronze,Credit Card,2023-01-31,2023-11-12,5,4.4,Spanish,Android,Social Media,No,0.69,Yes
2327425,Lucas,Jackson,user2327425@outlook.com,+1-610-315-2502,Chicago,40,Active,Silver,App Wallet,2022-02-16,2023-12-15,1,4.6,English,iOS,Friend Referral,No,5.72,Yes
4302422,Emily,Jones,user4302422@yahoo.com,+1-243-893-9541,New York,70,Active,Silver,App Wallet,2020-07-22,2023-06-19,10,4.8,English,Android,Friend Referral,No,5.98,Yes
4595231,Mia,Martinez,user4595231@yahoo.com,+1-519-227-8529,Seattle,34,Inactive,Silver,Credit Card,2020-06-09,2024-09-26,10,4.8,English,iOS,Ad Campaign,Yes,10.35,No
9126775,Maria,Smith,user9126775@yahoo.com,+1-943-202-5659,Austin,32,Active,Bronze,App Wallet,2021-09-02,2022-09-04,20,3.8,English,Android,Organic,No,0.26,Yes
4155116,Aiden,Green,user4155116@proton.com,+1-721-241-7251,San Diego,32,Active,Silver,Credit Card,2020-11-24,2023-10-26,50,2.9,Spanish,iOS,Friend Referral,No,0.84,Yes
2161701,Mason,Walker,user2161701@yahoo.com,+1-742-146-5380,Boston,36,Active,Silver,Credit Card,2022-02-16,2022-04-07,8,4.4,English,Android,Friend Referral,Yes,20.52,Yes
4090285,Carlos,Nguyen,user4090285@gmail.com,+1-441-958-6302,Chicago,70,Suspended,Silver,Crypto,2020-07-03,2022-11-27,4,4.1,Spanish,iOS,Social Media,No,0.9,Yes
8732212,Mei,Robinson,user8732212@yahoo.com,+1-976-478-8209,San Francisco,35,Active,Silver,Debit Card,2020-11-18,2024-11-23,5,4.3,English,Android,Ad Campaign,Yes,0.83,Yes
8132150,Ethan,Martin,user8132150@gmail.com,+1-868-491-4304,Dallas,36,Active,Bronze,Credit Card,2020-07-07,2023-02-26,20,2.7,Spanish,iOS,Ad Campaign,No,0.1,Yes
7999908,Aiden,Williams,user7999908@gmail.com,+1-240-966-2972,San Francisco,18,Pending Verification,Gold,Credit Card,2022-01-14,2022-10-25,3,4.8,English,Android,Organic,No,0.84,Yes
5880868,Chloe,Carter,user5880868@proton.com,+1-499-142-1413,Los Angeles,29,Active,Bronze,App Wallet,2020-07-11,2021-12-08,10,4.1,English,Web,Organic,Yes,20.59,No
5057126,Mason,Lee,user5057126@yahoo.com,+1-938-254-6404,Las Vegas,40,Active,Bronze,App Wallet,2022-11-20,2024-01-24,5,4.6,English,Android,Organic,No,10.91,Yes
5719718,Aisha,Robinson,user5719718@proton.com,+1-970-737-5955,Austin,39,Active,Silver,Credit Card,2021-11-23,2022-01-08,3,3.9,French,Web,Friend Referral,No,0.96,Yes
7441997,Liam,Baker,user7441997@outlook.com,+1-983-221-8802,San Francisco,37,Active,Gold,Credit Card,2019-08-10,2022-08-16,4,4.9,English,Android,Friend Referral,No,0.17,Yes
8718943,Riley,Allen,user8718943@outlook.com,+1-626-261-4371,Los Angeles,66,Active,Platinum,Credit Card,2022-02-18,2024-05-25,30,4.2,English,Android,App Store,No,0.73,Yes
5673813,Chloe,Moore,user5673813@gmail.com,+1-825-701-3090,Orlando,70,Active,Platinum,Credit Card,2021-08-28,2022-03-16,5,4.1,Hindi,iOS,Ad Campaign,No,0.37,No
1724474,Mason,Miller,user1724474@proton.com,+1-594-630-5466,Austin,26,Active,Bronze,Credit Card,2022-11-13,2024-12-14,4,4.7,English,iOS,Corporate Deal,No,0.51,No
7785400,Aisha,Garcia,user7785400@yahoo.com,+1-250-433-1059,Atlanta,46,Active,Gold,Credit Card,2020-03-14,2020-07-22,10,3.9,Spanish,Web,Corporate Deal,No,30.01,Yes
4096158,Tom,Allen,user4096158@proton.com,+1-442-313-8148,Seattle,25,Active,Bronze,Credit Card,2022-09-24,2024-03-19,30,2.8,English,Android,Ad Campaign,No,0.1,Yes
3722870,Chloe,Carter,user3722870@gmail.com,+1-332-427-8643,Denver,74,Active,Bronze,Credit Card,2019-02-05,2022-02-21,1,4.2,English,Android,Ad Campaign,Yes,0.64,Yes
3767329,Liam,Taylor,user3767329@yahoo.com,+1-579-553-1818,San Diego,33,Active,Silver,Credit Card,2020-09-27,2021-02-07,0,,Spanish,iOS,Organic,No,0.09,Yes
6372521,Chloe,Rodriguez,user6372521@yahoo.com,+1-635-957-5599,New York,30,Active,Silver,Credit Card,2020-04-13,2021-12-26,5,3.2,Arabic,iOS,Ad Campaign,No,5.49,Yes
6119808,Aisha,Moore,user6119808@yahoo.com,+1-503-847-4432,Phoenix,47,Inactive,Gold,App Wallet,2022-07-15,2022-10-28,5,4.6,Mandarin,iOS,Organic,No,0.75,No
6422324,Aria,Scott,user6422324@gmail.com,+1-975-295-1214,Detroit,54,Suspended,Gold,Debit Card,2022-07-13,2023-01-26,100,4.1,Spanish,Android,Social Media,No,0.96,Yes
4324705,Mason,Clark,user4324705@yahoo.com,+1-296-233-3700,Austin,34,Active,Gold,Credit Card,2022-05-10,2023-03-25,8,2.9,Portuguese,iOS,Corporate Deal,No,0.25,Yes
4555648,Yuki,Young,user4555648@yahoo.com,+1-963-201-9072,Las Vegas,32,Active,Silver,App Wallet,2019-01-21,2021-11-10,10,2.9,Portuguese,iOS,Ad Campaign,No,0.36,Yes
3883645,Isabella,Walker,user3883645@outlook.com,+1-570-393-6662,Atlanta,50,Active,Bronze,Credit Card,2019-12-12,2019-12-15,20,3.4,English,iOS,Social Media,No,10.26,Yes
6254177,Emma,Rodriguez,user6254177@yahoo.com,+1-715-792-1609,Seattle,60,Active,Diamond,Debit Card,2023-04-05,2024-01-25,2,3.5,English,iOS,App Store,No,5.38,Yes
6837635,Noah,Harris,user6837635@outlook.com,+1-315-586-7554,Los Angeles,44,Active,Bronze,Credit Card,2020-09-16,2023-05-24,8,2.8,Korean,iOS,Social Media,No,0.58,Yes
3308235,Sofia,Allen,user3308235@yahoo.com,+1-918-359-7984,Austin,29,Active,Gold,Debit Card,2022-03-27,2022-05-05,100,4.9,Spanish,Web,Ad Campaign,No,0.27,Yes
1406176,Jake,Williams,user1406176@outlook.com,+1-703-857-4338,Seattle,40,Active,Diamond,Promo Credit,2021-01-20,2022-04-07,3,2.5,English,Android,Friend Referral,No,0.27,Yes
4680632,Priya,White,user4680632@gmail.com,+1-528-503-1690,Nashville,19,Suspended,Bronze,Credit Card,2021-07-27,2021-10-03,4,3.6,Mandarin,iOS,App Store,No,0.68,Yes
7979186,Isabella,Hill,user7979186@outlook.com,+1-484-959-9856,Houston,37,Active,Bronze,App Wallet,2022-01-16,2024-04-17,10,2.9,English,Android,Corporate Deal,No,10.53,Yes
4660409,Mei,Miller,user4660409@yahoo.com,+1-739-866-4754,Austin,21,Active,Silver,Promo Credit,2020-05-29,2022-08-31,6,2.8,Spanish,Android,App Store,No,0.25,Yes
4395640,Yuki,Lee,user4395640@yahoo.com,+1-347-544-1976,Houston,32,Suspended,Bronze,Credit Card,2023-02-24,2023-05-19,30,4.3,English,iOS,Organic,No,0.55,No
9441375,Layla,Smith,user9441375@gmail.com,+1-807-941-5452,Las Vegas,35,Active,Platinum,App Wallet,2023-02-25,2023-11-03,5,3.8,Spanish,Android,Friend Referral,No,0.32,Yes
8036820,Oliver,Johnson,user8036820@outlook.com,+1-585-508-2970,Portland,56,Active,Silver,App Wallet,2021-06-17,2024-01-22,20,2.6,English,iOS,Corporate Deal,No,10.13,Yes
8208527,Chloe,King,user8208527@proton.com,+1-309-168-3652,Phoenix,45,Active,Silver,Promo Credit,2022-08-05,2023-11-17,10,4.6,English,iOS,App Store,No,10.93,Yes
1796050,Layla,Robinson,user1796050@gmail.com,+1-318-580-9704,Houston,28,Inactive,Gold,Corporate,2020-02-18,2021-12-16,100,4.7,Mandarin,Android,Organic,No,5.38,Yes
6075305,Grayson,Adams,user6075305@yahoo.com,+1-211-206-5912,New York,44,Active,Silver,Credit Card,2022-08-19,2024-05-24,50,2.5,English,iOS,Ad Campaign,No,0.03,Yes
5611894,Sarah,Carter,user5611894@yahoo.com,+1-206-390-7177,Denver,23,Inactive,Silver,Promo Credit,2020-04-08,2024-08-26,10,4.4,English,Android,Social Media,No,30.47,Yes
9330153,Emma,Rodriguez,user9330153@proton.com,+1-347-815-6692,Denver,30,Suspended,Gold,Credit Card,2022-04-12,2024-09-05,50,4.1,Arabic,Android,Friend Referral,No,10.97,Yes
5772455,David,Flores,user5772455@proton.com,+1-978-787-1287,San Francisco,28,Inactive,Gold,App Wallet,2020-08-01,2020-08-16,6,4.8,English,iOS,Social Media,No,0.87,Yes
2987627,Noah,Carter,user2987627@proton.com,+1-320-158-5221,Los Angeles,25,Inactive,Bronze,Credit Card,2020-07-04,2024-06-06,5,5.0,Spanish,Android,Ad Campaign,No,0.18,Yes
5081171,Nina,Martin,user5081171@gmail.com,+1-837-882-3969,Austin,42,Suspended,Silver,Debit Card,2020-10-18,2023-04-24,8,2.8,Spanish,Android,Social Media,No,0.27,Yes
5957384,Fatima,Nelson,user5957384@outlook.com,+1-298-757-5752,Las Vegas,35,Pending Verification,Gold,App Wallet,2021-05-15,2022-10-01,15,3.7,English,iOS,Friend Referral,No,0.05,Yes
3697801,Oscar,Robinson,user3697801@outlook.com,+1-738-875-6262,Denver,29,Inactive,Gold,Debit Card,2023-04-03,2024-04-18,6,3.1,English,iOS,App Store,No,0.88,Yes
3950076,Ava,Williams,user3950076@proton.com,+1-753-311-1492,Chicago,39,Active,Bronze,Crypto,2022-08-27,2022-12-16,3,2.9,Spanish,iOS,Friend Referral,No,0.97,Yes
1030012,Logan,King,user1030012@proton.com,+1-632-686-9868,San Francisco,35,Active,Gold,Credit Card,2020-05-20,2024-06-28,20,3.8,Arabic,Android,Ad Campaign,No,0.1,Yes
4904608,Aisha,White,user4904608@yahoo.com,+1-834-329-4452,Los Angeles,54,Active,Platinum,Credit Card,2020-09-10,2020-12-01,150,3.0,Spanish,Android,Ad Campaign,No,0.85,No
8879459,Mei,Robinson,user8879459@yahoo.com,+1-420-126-5275,Austin,34,Active,Platinum,Credit Card,2022-08-11,2023-01-17,10,4.0,Spanish,Android,App Store,No,15.84,Yes
7187398,Diana,Moore,user7187398@yahoo.com,+1-588-918-3677,Chicago,47,Active,Silver,Credit Card,2021-05-16,2024-09-10,75,4.1,English,iOS,Ad Campaign,No,0.6,Yes
8931128,Mason,Brown,user8931128@yahoo.com,+1-246-890-7224,Austin,71,Active,Bronze,App Wallet,2019-04-13,2021-05-20,6,4.3,French,iOS,Ad Campaign,No,0.31,Yes
3572252,Fatima,Martinez,user3572252@proton.com,+1-360-239-9409,Seattle,42,Active,Platinum,Credit Card,2022-01-09,2024-09-17,4,3.0,Spanish,iOS,Social Media,No,0.66,Yes
3719378,Isabella,Clark,user3719378@yahoo.com,+1-699-981-8787,Chicago,37,Active,Bronze,Credit Card,2021-04-02,2024-02-24,3,3.4,English,iOS,Ad Campaign,No,5.18,Yes
7643777,Emily,Flores,user7643777@gmail.com,+1-637-143-2764,Los Angeles,36,Active,Bronze,Debit Card,2020-09-14,2023-02-22,2,4.6,English,Web,Friend Referral,Yes,5.94,Yes
9240881,Ryan,Miller,user9240881@outlook.com,+1-286-543-7231,San Francisco,31,Active,Bronze,Credit Card,2019-10-19,2024-06-09,15,4.9,English,Web,Social Media,No,10.44,Yes
4306618,Elijah,Wright,user4306618@proton.com,+1-319-653-4190,Seattle,67,Active,Silver,App Wallet,2019-01-10,2024-04-13,8,3.6,English,Android,Corporate Deal,No,0.87,Yes
4282927,Chloe,Miller,user4282927@outlook.com,+1-617-958-8259,San Francisco,31,Active,Platinum,Debit Card,2021-10-07,2024-06-26,200,4.3,Hindi,Android,Ad Campaign,Yes,0.52,Yes
8430665,Lily,Garcia,user8430665@proton.com,+1-222-980-5218,Phoenix,38,Active,Bronze,App Wallet,2021-06-22,2021-08-05,5,2.9,Hindi,Android,Corporate Deal,No,0.86,Yes
9176583,Logan,Garcia,user9176583@gmail.com,+1-902-653-8691,Dallas,29,Active,Gold,App Wallet,2020-04-22,2020-05-03,6,4.6,Arabic,iOS,App Store,No,0.36,No
8964684,Ryan,Flores,user8964684@yahoo.com,+1-233-543-6099,Austin,55,Active,Platinum,Credit Card,2020-01-05,2023-11-26,8,4.2,Spanish,iOS,App Store,No,0.95,Yes
2944923,Mei,Mitchell,user2944923@gmail.com,+1-580-101-5832,Los Angeles,31,Active,Silver,Corporate,2023-01-17,2023-03-15,5,5.0,English,iOS,Social Media,No,0.62,Yes
1706629,Carlos,Clark,user1706629@proton.com,+1-509-919-3890,Houston,29,Active,Platinum,App Wallet,2022-10-20,2024-12-19,8,2.8,Mandarin,Web,Friend Referral,No,20.38,Yes
2464663,Ava,Lee,user2464663@outlook.com,+1-757-919-3890,San Francisco,53,Active,Silver,Credit Card,2020-08-05,2021-05-13,10,3.7,English,Android,App Store,No,0.02,Yes
9956367,Emma,Mitchell,user9956367@proton.com,+1-721-916-1989,San Francisco,42,Active,Bronze,App Wallet,2022-05-18,2024-09-30,6,4.2,Spanish,Android,Organic,No,20.63,Yes
6464416,Mohammed,Clark,user6464416@outlook.com,+1-853-144-4537,New York,38,Active,Bronze,App Wallet,2019-04-13,2023-04-27,4,3.7,English,Android,Friend Referral,No,0.25,Yes
8364052,Diana,White,user8364052@yahoo.com,+1-445-598-4184,Detroit,42,Pending Verification,Silver,Promo Credit,2021-05-16,2021-08-14,6,5.0,English,iOS,Corporate Deal,No,20.2,Yes
8324292,Emma,Torres,user8324292@gmail.com,+1-629-218-9008,Seattle,40,Active,Bronze,Credit Card,2019-05-19,2024-02-13,30,2.9,Spanish,iOS,Ad Campaign,No,0.72,Yes
9184946,Sarah,Mitchell,user9184946@yahoo.com,+1-487-223-3786,New York,25,Active,Diamond,Credit Card,2019-07-29,2023-11-11,15,4.2,Spanish,iOS,Corporate Deal,No,0.41,Yes
5157271,Zoe,Nelson,user5157271@gmail.com,+1-685-497-1426,Austin,37,Active,Gold,App Wallet,2021-04-26,2022-10-05,10,4.7,English,Android,Ad Campaign,No,0.73,Yes
5424575,Noah,Garcia,user5424575@yahoo.com,+1-736-195-3680,Houston,46,Active,Gold,Crypto,2019-05-03,2022-10-06,8,4.5,Mandarin,Web,Ad Campaign,No,50.52,Yes
6337414,Logan,Walker,user6337414@outlook.com,+1-345-948-4184,Orlando,30,Active,Silver,Corporate,2019-02-24,2024-07-11,15,2.6,Mandarin,iOS,Organic,No,0.01,Yes
5256817,Mohammed,Davis,user5256817@proton.com,+1-629-161-1604,San Francisco,31,Active,Gold,Credit Card,2022-05-22,2023-12-23,6,4.1,Hindi,Web,App Store,No,10.47,No
8492008,Aisha,Williams,user8492008@proton.com,+1-638-384-6628,Denver,38,Active,Bronze,App Wallet,2019-10-14,2022-05-17,5,3.9,Hindi,iOS,Friend Referral,No,0.96,Yes
3535502,Kevin,Adams,user3535502@gmail.com,+1-761-662-3907,Austin,32,Active,Bronze,Credit Card,2021-09-05,2023-12-06,1,3.8,Korean,iOS,Ad Campaign,No,10.47,Yes
7782697,Mason,Robinson,user7782697@proton.com,+1-362-684-7525,Portland,77,Active,Silver,App Wallet,2020-03-02,2020-10-19,30,2.8,English,Android,Social Media,No,0.41,Yes
1060032,Wei,Lee,user1060032@yahoo.com,+1-592-789-2019,Seattle,73,Active,Bronze,Debit Card,2019-03-08,2022-12-16,5,3.9,French,Web,Ad Campaign,No,0.56,Yes
9839097,Logan,Flores,user9839097@outlook.com,+1-664-323-2542,Denver,25,Active,Gold,Credit Card,2023-01-19,2023-04-30,5,2.8,English,iOS,App Store,No,0.88,No
2004089,James,Harris,user2004089@proton.com,+1-461-158-5860,Seattle,32,Active,Gold,Credit Card,2019-07-15,2020-07-22,1,4.7,Spanish,iOS,Friend Referral,No,0.6,Yes
4017995,Emily,Wright,user4017995@yahoo.com,+1-214-977-6595,Detroit,30,Inactive,Bronze,App Wallet,2022-09-22,2023-05-25,1,3.6,English,iOS,Friend Referral,No,0.05,No
5091092,Lucas,Lee,user5091092@gmail.com,+1-994-642-7438,Atlanta,69,Active,Gold,App Wallet,2021-04-14,2022-08-17,75,4.3,English,Android,App Store,No,0.28,Yes
1791389,Aiden,Lee,user1791389@yahoo.com,+1-252-341-9457,Las Vegas,20,Active,Silver,Credit Card,2020-06-16,2021-04-28,5,4.6,Spanish,Android,Ad Campaign,No,10.65,Yes
7149221,Logan,King,user7149221@yahoo.com,+1-426-143-1034,New York,60,Active,Bronze,App Wallet,2019-03-05,2023-03-09,10,2.8,Spanish,Android,Social Media,No,5.47,Yes
3386373,Liam,Anderson,user3386373@gmail.com,+1-359-263-9709,Seattle,38,Active,Bronze,App Wallet,2020-08-20,2024-08-11,50,2.7,Mandarin,Android,Organic,No,10.02,No
2863813,Jake,Rodriguez,user2863813@yahoo.com,+1-976-805-8320,Chicago,56,Active,Bronze,App Wallet,2022-04-27,2023-08-24,4,4.4,English,Android,Friend Referral,No,0.51,Yes
1980623,Priya,Scott,user1980623@proton.com,+1-302-209-4390,Orlando,29,Active,Bronze,Promo Credit,2023-05-22,2024-09-16,8,3.8,Hindi,Web,Friend Referral,No,0.47,Yes
4466235,Jake,Thomas,user4466235@yahoo.com,+1-734-373-2781,Chicago,35,Active,Silver,App Wallet,2019-12-21,2020-06-08,15,4.9,French,Android,App Store,Yes,0.69,No
3998439,Jackson,Miller,user3998439@gmail.com,+1-749-749-9433,Houston,21,Active,Bronze,Promo Credit,2023-01-20,2024-08-01,6,3.6,Spanish,Android,Friend Referral,Yes,0.02,Yes
1265456,Mia,Wright,user1265456@yahoo.com,+1-536-701-4141,Nashville,62,Active,Bronze,Debit Card,2022-11-27,2024-07-09,4,2.7,English,iOS,Social Media,No,0.86,No
8976402,Riley,Carter,user8976402@gmail.com,+1-698-610-9065,Atlanta,25,Active,Bronze,Credit Card,2019-12-09,2022-04-16,10,3.2,English,Android,Friend Referral,No,0.83,Yes
9149033,Priya,Carter,user9149033@gmail.com,+1-975-359-7107,Los Angeles,21,Active,Gold,Credit Card,2019-03-28,2019-06-22,5,2.6,English,Web,Friend Referral,Yes,20.21,Yes
7502044,Elijah,Lewis,user7502044@outlook.com,+1-209-686-8858,Los Angeles,51,Active,Silver,Crypto,2022-11-16,2024-07-15,4,4.3,Mandarin,Android,Social Media,Yes,0.9,Yes
6980860,Jake,Clark,user6980860@yahoo.com,+1-406-195-6966,Austin,46,Suspended,Silver,Corporate,2020-12-06,2022-04-11,10,3.5,English,iOS,App Store,Yes,50.9,Yes
2252093,Logan,Lee,user2252093@yahoo.com,+1-946-529-3245,Nashville,35,Active,Platinum,Credit Card,2021-02-05,2021-04-15,1,3.9,English,Android,Corporate Deal,No,15.35,No
3293406,Mohammed,Clark,user3293406@gmail.com,+1-227-329-2842,Phoenix,38,Active,Diamond,Debit Card,2019-10-07,2022-05-07,8,4.5,English,iOS,Corporate Deal,No,0.96,Yes
1193030,James,Baker,user1193030@proton.com,+1-730-999-6394,Atlanta,37,Inactive,Gold,Corporate,2020-07-20,2021-07-30,5,3.8,Spanish,iOS,Corporate Deal,No,0.06,Yes
4788077,Priya,Nguyen,user4788077@proton.com,+1-636-219-8369,Houston,25,Inactive,Silver,App Wallet,2023-04-19,2023-09-18,15,3.8,French,Android,Corporate Deal,No,15.0,Yes
4880187,Ava,Carter,user4880187@proton.com,+1-401-454-8148,Chicago,20,Active,Bronze,Promo Credit,2020-01-24,2022-03-05,4,3.5,Portuguese,Android,Organic,No,0.98,Yes
3472642,Ethan,Walker,user3472642@gmail.com,+1-408-563-3793,Austin,30,Inactive,Silver,Debit Card,2019-12-14,2020-06-04,30,3.9,English,Android,Organic,No,0.41,Yes
8702716,Noah,Davis,user8702716@proton.com,+1-392-379-2678,New York,31,Inactive,Diamond,App Wallet,2021-02-13,2021-05-19,30,3.3,Spanish,iOS,Ad Campaign,No,0.57,Yes
1479485,Diana,Adams,user1479485@yahoo.com,+1-309-722-2523,Orlando,37,Active,Bronze,Debit Card,2021-05-04,2024-06-03,15,3.1,English,iOS,Ad Campaign,No,0.56,Yes
5856301,Riley,Rodriguez,user5856301@yahoo.com,+1-718-319-2658,Las Vegas,27,Active,Silver,Debit Card,2021-07-21,2024-06-14,150,3.4,French,Web,Ad Campaign,No,30.64,Yes
5649072,Elijah,Walker,user5649072@gmail.com,+1-899-962-6024,Houston,31,Active,Bronze,App Wallet,2019-08-08,2021-07-03,3,2.9,English,iOS,Organic,No,0.36,Yes
8289552,Lucas,Nelson,user8289552@yahoo.com,+1-360-700-3860,New York,32,Active,Platinum,Credit Card,2022-06-19,2023-07-29,3,2.7,English,Android,Corporate Deal,No,15.45,Yes
1113183,Lisa,Miller,user1113183@gmail.com,+1-514-468-6715,Atlanta,40,Active,Gold,Corporate,2020-02-09,2024-09-12,3,2.8,English,Web,App Store,No,15.92,Yes
5935500,Elijah,Brown,user5935500@proton.com,+1-247-659-3623,Nashville,72,Active,Silver,App Wallet,2021-05-20,2022-11-02,8,3.8,Spanish,Android,Corporate Deal,No,15.99,Yes
1945661,Logan,Rodriguez,user1945661@gmail.com,+1-322-726-7800,Los Angeles,32,Active,Bronze,App Wallet,2022-03-14,2023-04-19,5,3.4,English,Android,Corporate Deal,No,0.22,Yes
3639500,Fatima,Martinez,user3639500@proton.com,+1-839-889-2500,Detroit,41,Active,Bronze,Debit Card,2020-01-31,2023-03-03,8,3.4,English,Android,Ad Campaign,No,0.84,No
9782075,Liam,Green,user9782075@proton.com,+1-347-762-5462,Phoenix,40,Active,Gold,App Wallet,2020-05-17,2022-12-05,8,4.9,English,Android,Social Media,No,0.07,No
8599613,Wei,White,user8599613@yahoo.com,+1-551-895-1187,Phoenix,35,Pending Verification,Bronze,Credit Card,2023-02-04,2024-09-20,6,4.2,Mandarin,iOS,Corporate Deal,No,0.57,Yes
7370347,Oliver,Harris,user7370347@gmail.com,+1-530-646-2266,Miami,36,Active,Silver,Promo Credit,2022-01-02,2023-05-26,0,,Hindi,Android,Ad Campaign,No,10.66,Yes
9652612,Riley,Taylor,user9652612@proton.com,+1-487-173-9964,San Diego,77,Active,Silver,Crypto,2022-01-07,2023-08-11,6,2.6,Arabic,iOS,App Store,Yes,0.9,Yes
6596608,Emily,Brown,user6596608@yahoo.com,+1-785-297-7790,Chicago,22,Suspended,Gold,Credit Card,2021-05-19,2023-07-17,10,4.2,Portuguese,iOS,Friend Referral,No,20.54,No
2229703,Zoe,Robinson,user2229703@yahoo.com,+1-534-502-7939,Las Vegas,29,Pending Verification,Silver,Credit Card,2020-04-25,2024-08-20,8,4.7,English,Android,Ad Campaign,No,0.11,Yes
8381886,Lisa,Moore,user8381886@gmail.com,+1-206-277-6643,New York,40,Active,Bronze,App Wallet,2020-10-18,2023-10-03,30,4.9,English,Web,Ad Campaign,Yes,0.54,No
6704757,Mia,Moore,user6704757@gmail.com,+1-616-948-7837,Austin,40,Active,Bronze,Debit Card,2019-01-06,2021-01-29,5,4.2,English,Android,Corporate Deal,No,0.21,Yes
2911010,Oliver,Smith,user2911010@gmail.com,+1-833-684-8633,Denver,36,Active,Platinum,App Wallet,2022-05-06,2022-08-02,2,3.8,English,iOS,Organic,Yes,0.01,Yes
7200209,Mei,King,user7200209@proton.com,+1-829-830-9779,Phoenix,52,Active,Bronze,Debit Card,2023-04-18,2023-11-21,5,2.9,English,iOS,Ad Campaign,Yes,0.01,Yes
7092373,Chloe,Clark,user7092373@proton.com,+1-673-930-2910,Phoenix,38,Active,Diamond,Credit Card,2021-04-24,2023-06-06,20,2.9,English,Android,App Store,No,0.54,Yes
7391744,Zoe,Clark,user7391744@yahoo.com,+1-729-349-3925,Chicago,54,Active,Gold,Promo Credit,2023-04-09,2024-02-02,3,4.1,English,iOS,Corporate Deal,No,10.38,Yes
1059646,Noah,Nelson,user1059646@proton.com,+1-370-224-9264,Los Angeles,35,Active,Bronze,App Wallet,2019-05-04,2020-08-08,8,2.6,English,Android,Corporate Deal,No,10.35,Yes
3728324,Emily,Rodriguez,user3728324@gmail.com,+1-416-788-9895,San Diego,36,Active,Silver,Credit Card,2020-11-17,2022-07-26,1,4.8,English,iOS,App Store,No,0.24,Yes
